17.964,345.05,-34.505
18.526,345.67,-35.142
18.389,347.57,-35.786
16.505,350.67,-36.22
11.459,354.96,-36.543
4.6321,357.89,-37.024
-3.8648,359.36,-37.493
-12.634,359.43,-37.987
-22.74,355.93,-38.705
-33.967,349.2,-39.813
-43.885,338.98,-42.221
-48.56,330.03,-43.733
-51.047,317.16,-44.996
-48.4,302.61,-46.424
-40.545,290.78,-47.938
-30.597,286.07,-49.189
-17.272,281.95,-49.675
-13.325,281.27,-49.735
5.5984,285.16,-48.688
13.912,293.58,-46.195
19.438,307.15,-42.232
21.29,321.53,-38.318
21.182,329.81,-35.851
19.207,343.21,-31.047
16.965,354.18,-27.236
15.953,361.33,-24.373
15.488,364.27,-22.988
14.916,365.24,-22.522
13.023,362.44,-24.071
10.035,352.05,-27.859
7.8146,334.54,-33.338
5.5662,310.66,-39.278
3.8992,282.48,-43.763
3.6657,263.89,-45.25
4.8645,239.51,-45.479
7.406,218.28,-44.012
9.2919,200.4,-41.298
10.701,186.36,-37.529
11.519,177.25,-34.127
12.635,171.49,-32.393
12.664,169.81,-31.804
12.391,169.74,-31.79
11.825,170.42,-32.109
10.759,174,-32.906
