-79.213,292.88,-52.553
-79.342,292.87,-52.798
-78.394,293.52,-53.044
-74.208,296.11,-53.095
-66.921,298.53,-52.406
-57.635,299.68,-52.316
-46.577,301.94,-50.929
-38.014,302.87,-50.301
-23.739,305.6,-49.193
-7.5659,307.38,-47.856
10.316,312.88,-44.845
27.764,316.71,-41.674
44.989,317.64,-39.265
54.008,319.18,-37.289
60.781,321.05,-35.151
64.119,322.94,-34.021
65.828,324.64,-33.223
66.548,325.33,-32.112
67.128,322.26,-30.16
67.432,314.28,-28.45
66.623,306.07,-28.646
63.004,289.99,-30.375
56.972,268.99,-33.45
48.564,246,-35.704
38.042,224.04,-37.891
27.318,204.52,-39.148
17.45,189.39,-39.042
8.4051,176.09,-38.065
0.85208,165.01,-37.308
-4.7673,156.48,-37.454
-8.1283,151.55,-37.207
-11.101,147.61,-36.165
-12.665,145.88,-35.859
-14.589,144.05,-35.563
-15.937,143.09,-35.427
-16.913,142.97,-35.431
