-37.562,291.91,-38.637
-34.586,295.52,-38.04
-28.514,301.51,-37.019
-21.244,306.22,-35.34
-12.981,309.17,-33.956
-4.5154,310.67,-32.552
4.7654,310.07,-30.6
12.936,306.74,-29.202
19.913,300.91,-27.824
24.85,292.09,-28.036
26.992,282.15,-27.594
27.18,272.9,-27.131
24.787,263.71,-27.139
22.126,258.76,-27.747
16.396,250.3,-27.771
8.8494,243,-27.303
1.0996,237.81,-27.004
-5.9366,233.85,-27.82
-10.443,230.98,-28.685
-13.398,229.55,-29.346
-14.311,228.77,-29.852
-14.144,229.18,-29.914
-12.271,229.92,-29.877
-8.436,231.26,-29.948
-3.0683,232.7,-29.739
1.3743,233.05,-29.222
7.9878,233.15,-27.804
14.949,232.39,-26.71
22.35,229.76,-24.201
24.741,229.11,-23.793
34.679,221.58,-19.232
39.368,215.72,-16.76
42.093,208.16,-14.793
42.792,199.34,-12.99
42.025,190.9,-11.788
38.911,182.27,-10.901
35.88,177.55,-10.603
29.543,170.93,-11.067
21.23,166.45,-11.24
11.387,163.49,-13.007
1.032,161.5,-14.752
-9.4293,161.43,-16.094
-18.504,162.57,-16.946
-25.972,163.98,-17.567
-31.788,165.42,-17.887
-36.91,166.44,-19.254
-40.588,168.27,-20.134
-43.331,170.84,-21.496
