20.714,312.09,-17.857
19.632,312.99,-19.04
17.905,315.54,-20.018
15.092,319.56,-20.514
11.64,322.86,-20.887
11.64,322.86,-20.887
3.2875,329.39,-20.474
-3.0082,332.01,-20.177
-9.8794,333.4,-19.777
-17.579,334.02,-19.551
-25.595,333.26,-19.23
-34.093,327.74,-19.295
-43.123,320.09,-19.947
-51.207,308.63,-20.583
-57.941,295.56,-21.342
-61.579,285.78,-21.797
-65.473,267.86,-22.687
-66.607,247.2,-23.098
-64.48,224.28,-21.447
-56.398,202.16,-19.011
-40.954,186.54,-17.765
-23.157,180.45,-17.725
-4.6029,177.76,-18.186
11.8,177.79,-18.046
25.824,183.64,-17.757
33.553,192.12,-17.151
40.869,208.4,-17.782
44.046,227.28,-18.732
43.494,249.3,-18.038
38.429,271.63,-16.832
30.919,292.12,-15.479
22.248,309.71,-13.7
13.041,324.09,-12.321
3.5807,332.08,-12.276
-4.9363,338.19,-11.801
-12.791,341.55,-11.414
-19.753,343.71,-11.567
-25.222,344.33,-11.659
-29.473,343.81,-11.959
-31.77,343.15,-12
-34.045,341.53,-12.247
-35.61,340.03,-12.647
-36.614,338.45,-13.147
-37.111,337.17,-13.595
-37.306,336.23,-14.105
-37.227,335.45,-15.487
