-17.877,288.36,-27.371
-18.156,288.33,-27.447
-18.321,288.23,-27.508
-18.408,288.38,-27.364
-18.237,288.45,-27.103
-15.608,289.31,-26.091
-11.713,290.22,-24.73
-4.5259,291.4,-22.403
3.5747,292.79,-20.888
12.735,293.59,-19.419
19.235,294.54,-19.716
24.768,295.48,-18.862
28.815,296.11,-18.084
31.439,296.16,-16.699
32.436,295.7,-16.434
32.941,293.8,-16.698
31.896,288.66,-18.119
31.026,284.69,-19.657
30.329,276.06,-22.744
30.048,260.54,-24.597
27.617,240.77,-26.366
25.657,218.83,-27.105
23.917,200.15,-26.98
22.629,186.01,-29.233
21.443,176.11,-29.093
20.256,169.64,-28.934
19.758,166.98,-28.691
19.241,165.61,-26.05
18.693,162.87,-26.297
18.253,162.41,-25.389
18.005,162.54,-25.016
17.816,162.61,-24.853
17.409,167.09,-24.518
17,170.38,-25.493
16.757,172.54,-25.747
