-4.0032,277.84,-16.932
-4.0519,277.94,-17.076
-5.0489,277.87,-17.64
-8.2476,278.22,-18.223
-13.082,278.75,-18.309
-19.47,279.21,-17.254
-25.114,277.13,-16.998
-29.22,274.14,-17.425
-30.814,270.75,-17.512
-29.675,265.89,-18.349
-25.529,258.52,-19.297
-20.011,249.85,-20.356
-18.347,246.82,-20.643
-11.088,232.42,-20.777
-7.5708,223.09,-21.09
-6.0259,216.25,-20.934
-6.2713,209.6,-20.17
-8.3722,205.02,-19.326
-12.586,201.74,-18.645
-18.198,200.58,-17.951
-24.429,201.38,-18.3
-29.119,204.12,-18.73
-31.739,208.24,-19.393
-31.993,215.04,-19.231
-31.153,218.37,-19.415
-28.488,224.03,-20.219
-23.427,229.65,-21.311
-16.003,234.87,-22.07
-8.2402,239.87,-22.146
-1.1041,244.38,-22.543
4.5093,248.81,-22.822
8.3012,253.05,-23.049
9.3225,257.31,-22.898
6.4136,263.08,-23.652
0.70324,268.11,-24.469
-5.353,272.37,-24.815
-8.9779,274.64,-24.681
-13.145,277,-24.209
-15.647,278.49,-23.818
-16.7,279.23,-23.805
-16.861,279.86,-23.877
