12.594,338.47,-25.446
12.566,338.5,-25.463
11.973,339.15,-25.36
9.9996,340.13,-25.119
6.5946,341.25,-24.94
1.7966,342.15,-25.071
-3.8249,342.76,-24.775
-10.32,342.82,-23.963
-17.09,341.41,-23.762
-24.279,338.33,-23.976
-31.714,333.21,-24.25
-38.716,327.55,-24.168
-43.073,322.51,-24.39
-48.627,313.37,-23.677
-53.058,303.73,-23.794
-55.632,292.89,-24.221
-56.121,281.03,-24.401
-55.349,270.03,-24.181
-52.515,258.32,-23.153
-48.642,247.16,-23.344
-43.169,235.5,-22.899
-37.455,225.19,-21.866
-31.208,216.29,-21.035
-26.197,210.58,-19.66
-18.534,203.49,-18.494
-10.11,197.37,-16.784
-1.3331,192.78,-16.306
6.7824,190.38,-16.178
14.054,189.05,-16.207
20.345,190.48,-16.165
26.537,195.36,-17.105
32.041,203.21,-17.511
36.464,213.36,-18.047
39.676,223.91,-18.455
42.137,235.36,-19.982
43.008,243.15,-20.35
43.776,257.99,-20.612
43.095,270.48,-21.048
40.665,281.79,-21.485
37.27,292.1,-22.759
34.423,299.44,-22.747
27.648,309.8,-22.655
21.21,318.17,-21.722
15.07,324.21,-21.741
8.668,329.31,-21.781
2.8855,333.18,-22.709
-0.62937,334.99,-22.926
-5.8253,338.62,-22.827
-9.4993,340.45,-22.18
-11.955,340.59,-22.419
-13.732,341.24,-23.987
-14.413,341.5,-24.619
-14.503,341.29,-26.037
-14.177,340.89,-26.607
