-28.453,332.57,-26.18
-29.803,334.24,-27.431
-32.545,336.98,-27.576
-37.016,341.03,-26.14
-40.596,342.87,-25.112
-48.071,346.05,-23.733
-56.874,348.04,-21.259
-66.097,347.88,-18.11
-74.688,344.22,-15.897
-83.491,337.86,-13.866
-91.174,327.52,-14.705
-97.99,312.02,-16.586
-103.06,291.97,-18.066
-104.28,269.05,-17.466
-101.73,243.63,-15.173
-94.601,222.54,-14.103
-84.505,214.11,-13.591
-63.798,204.42,-15.969
-40.616,201.03,-17.836
-17.747,200.79,-21.779
0.55449,209.49,-25.639
11.376,226.12,-27.574
14.698,240.09,-28.929
13.625,272.08,-29.099
8.3393,295.67,-27.764
-1.1204,315.03,-25.716
-13.472,331.28,-22.377
-21.453,339.77,-20.719
-34.884,349.13,-16.285
-47.16,353.12,-13.918
-60.7,354.43,-11.389
-67.496,351.74,-10.837
-71.28,348.44,-11.499
-72.236,346.86,-11.826
-72.473,346.08,-12.606
-72.135,345.48,-13.885
-71.714,344.83,-15.157
-71.509,344.59,-15.804
-71.345,344.46,-15.995
-71.212,344.46,-16.042
-71.144,344.73,-16.063
