20.893,337.54,-37.641
21.1,338.22,-38.768
19.584,338.52,-39.59
14.545,339.77,-40.411
6.6562,341.78,-40.417
-1.9601,347.38,-38.683
-9.7243,350.75,-36.872
-15.148,353.03,-36.377
-22.388,354.82,-36.926
-29.752,353.68,-36.745
-37.496,348.91,-36.933
-43.991,337.24,-38.416
-48.166,322.36,-41.002
-50.854,309.49,-42.671
-52.03,301.38,-43.404
-51.89,297.33,-43.567
-50.595,294.54,-43.191
-48.4,292.86,-43.077
-44.547,292.52,-42.422
-41.067,294.6,-41.465
-33.663,301,-39.018
-24.704,304.47,-38.081
-13.47,306.72,-36.778
-1.5861,308.12,-34.032
11.617,308.11,-29.762
25.183,304.69,-26.851
39.091,298.74,-24.202
51.373,289.33,-21.501
60.589,277,-20.194
65.629,262.82,-18.676
66.021,248.98,-17.833
66.021,248.98,-17.833
55.352,227.05,-18.679
42.592,216.2,-20.869
26.475,208.68,-24.047
9.8948,204.66,-25.907
-4.773,203.94,-27.764
-15.828,204.61,-29.382
-23.989,206.61,-30.716
-29.116,209.14,-31.385
-32.229,212.27,-31.706
-33.657,216.7,-31.117
-33.824,218.06,-30.658
-33.632,220.28,-29.577
