28.442,440.18,-136.27
29.992,443.07,-137.28
30.923,446.78,-136.76
35.008,453.45,-139.51
36.129,459.65,-141.32
31.749,455.42,-148.37
28.697,462.93,-144.72
22.287,465.09,-144.18
19.909,457.96,-149.24
13.541,453.12,-150.52
-10.128,447.2,-150.15
-23.928,437.08,-148.92
-34.311,433.06,-143.2
-43.356,422.54,-140.45
-47.165,414.7,-140.25
-44.083,405.11,-140.06
-35.957,398.75,-140.63
-23.933,393.09,-142.32
-10.492,384.5,-144.67
1.6127,374.52,-145.06
13.274,363.87,-142.41
20.011,345.84,-139.27
23.173,328.27,-135.61
23.173,328.27,-135.61
20.836,295.59,-125.72
15.451,277.85,-117.67
6.0713,261.9,-110.02
-5.4191,248.35,-103.7
-18.252,238.26,-98.303
-30.967,234.19,-94.076
-43.611,232.67,-93.289
-52.055,234.47,-93.926
-60.136,241.65,-102.59
-61.632,247.66,-108.77
-58.499,258.98,-115.39
-50.542,269.9,-123.2
-39.344,278.38,-130.29
-26.379,289.4,-137.25
-17.055,297.72,-141.24
-3.6012,310.76,-146.83
8.0569,324.35,-150.84
16.497,336.9,-152.52
21.878,351.62,-151.78
24.274,367.24,-153.42
24.739,384.76,-156.05
22.78,400.11,-156.56
17.919,414.34,-158
11.069,424.25,-158.14
4.0023,430.5,-158.4
-0.9826,435.93,-156.6
-5.8851,438.94,-155.24
-9.5772,437.38,-154.35
-12.961,436.79,-152.12
-15.576,436.78,-150.48
-17.42,436.28,-148.76
-18.546,435.86,-147.64
-20.027,434.37,-146.54
-20.648,433.93,-145.71
