28.435,309.17,-45.11
28.167,310.3,-44.918
27.979,311.25,-44.866
27.736,312.76,-44.824
27.631,313.06,-44.765
27.213,313.46,-44.765
26.055,312.43,-44.66
24.417,308.8,-44.782
22.616,302.19,-46.307
20.777,293.66,-47.295
19.451,284.38,-48.764
18.177,273.61,-50.469
16.916,263.26,-52.036
15.368,253,-52.906
14.307,241.47,-54.155
12.672,231.43,-54.139
11.582,224.14,-53.689
9.9086,213.41,-53.667
8.3156,203.29,-53.962
5.964,192.84,-52.219
3.3109,183.18,-51.53
-0.0065094,172.12,-51.232
-3.2126,161.62,-50.717
-5.9192,152.75,-49.019
-7.9385,145.38,-46.932
-9.9871,138.63,-45.371
-11.519,134.02,-44.278
-12.836,130.26,-43.111
-13.315,128.73,-42.769
-13.787,127.52,-42.483
-13.974,127.13,-42.347
